VideoName;Activity1;Subject;Scene;CameraSetup;CameraAngle;Duration;Uploaded;Split;chunk_nr_in_video;sample_id_chunk;frame_start;frame_end;video_path_full
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;11;Co_S1K1_fC7.avi_11;990;1080;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;12;Co_S1K1_fC7.avi_12;1080;1170;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;13;Co_S1K1_fC7.avi_13;1170;1260;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;14;Co_S1K1_fC7.avi_14;1260;1350;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;15;Co_S1K1_fC7.avi_15;1350;1440;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC7.avi;Cook;S1;Kitchen1;fixed;C7;00:00:49;yes;train;16;Co_S1K1_fC7.avi_16;1440;1482;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC7.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;0;Co_S1K1_fC8.avi_0;0;90;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;1;Co_S1K1_fC8.avi_1;90;180;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;2;Co_S1K1_fC8.avi_2;180;270;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;3;Co_S1K1_fC8.avi_3;270;360;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;4;Co_S1K1_fC8.avi_4;360;450;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;5;Co_S1K1_fC8.avi_5;450;540;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;6;Co_S1K1_fC8.avi_6;540;630;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;7;Co_S1K1_fC8.avi_7;630;720;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;8;Co_S1K1_fC8.avi_8;720;810;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;9;Co_S1K1_fC8.avi_9;810;900;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;10;Co_S1K1_fC8.avi_10;900;990;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;11;Co_S1K1_fC8.avi_11;990;1080;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;12;Co_S1K1_fC8.avi_12;1080;1170;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;13;Co_S1K1_fC8.avi_13;1170;1260;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;14;Co_S1K1_fC8.avi_14;1260;1350;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;15;Co_S1K1_fC8.avi_15;1350;1440;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;16;Co_S1K1_fC8.avi_16;1440;1530;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;17;Co_S1K1_fC8.avi_17;1530;1620;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;18;Co_S1K1_fC8.avi_18;1620;1710;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;19;Co_S1K1_fC8.avi_19;1710;1800;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_fC8.avi;Cook;S1;Kitchen1;fixed;C8;00:01:02;yes;train;20;Co_S1K1_fC8.avi_20;1800;1862;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_fC8.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;0;Co_S1K1_m3.avi_0;0;90;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;1;Co_S1K1_m3.avi_1;90;180;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;2;Co_S1K1_m3.avi_2;180;270;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;3;Co_S1K1_m3.avi_3;270;360;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;4;Co_S1K1_m3.avi_4;360;450;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;5;Co_S1K1_m3.avi_5;450;540;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;6;Co_S1K1_m3.avi_6;540;630;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;7;Co_S1K1_m3.avi_7;630;720;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;8;Co_S1K1_m3.avi_8;720;810;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;9;Co_S1K1_m3.avi_9;810;900;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;10;Co_S1K1_m3.avi_10;900;990;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;11;Co_S1K1_m3.avi_11;990;1080;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;12;Co_S1K1_m3.avi_12;1080;1170;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;13;Co_S1K1_m3.avi_13;1170;1260;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;14;Co_S1K1_m3.avi_14;1260;1350;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;15;Co_S1K1_m3.avi_15;1350;1440;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;16;Co_S1K1_m3.avi_16;1440;1530;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;17;Co_S1K1_m3.avi_17;1530;1620;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;18;Co_S1K1_m3.avi_18;1620;1710;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;19;Co_S1K1_m3.avi_19;1710;1800;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;20;Co_S1K1_m3.avi_20;1800;1890;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K1_m3.avi;Cook;S1;Kitchen1;moving;3;00:01:04;yes;train;21;Co_S1K1_m3.avi_21;1890;1921;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K1_m3.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;0;Co_S1K2_fC17.avi_0;0;90;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;1;Co_S1K2_fC17.avi_1;90;180;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;2;Co_S1K2_fC17.avi_2;180;270;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;3;Co_S1K2_fC17.avi_3;270;360;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;4;Co_S1K2_fC17.avi_4;360;450;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;5;Co_S1K2_fC17.avi_5;450;540;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;6;Co_S1K2_fC17.avi_6;540;630;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;7;Co_S1K2_fC17.avi_7;630;720;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;8;Co_S1K2_fC17.avi_8;720;810;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;9;Co_S1K2_fC17.avi_9;810;900;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;10;Co_S1K2_fC17.avi_10;900;990;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;11;Co_S1K2_fC17.avi_11;990;1080;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;12;Co_S1K2_fC17.avi_12;1080;1170;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;13;Co_S1K2_fC17.avi_13;1170;1260;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;14;Co_S1K2_fC17.avi_14;1260;1350;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;15;Co_S1K2_fC17.avi_15;1350;1440;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC17.avi;Cook;S1;Kitchen2;fixed;C17;00:00:48;yes;train;16;Co_S1K2_fC17.avi_16;1440;1450;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC17.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;0;Co_S1K2_fC18.avi_0;0;90;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;1;Co_S1K2_fC18.avi_1;90;180;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;2;Co_S1K2_fC18.avi_2;180;270;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;3;Co_S1K2_fC18.avi_3;270;360;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;4;Co_S1K2_fC18.avi_4;360;450;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;5;Co_S1K2_fC18.avi_5;450;540;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;6;Co_S1K2_fC18.avi_6;540;630;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;7;Co_S1K2_fC18.avi_7;630;720;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;8;Co_S1K2_fC18.avi_8;720;810;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;9;Co_S1K2_fC18.avi_9;810;900;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;10;Co_S1K2_fC18.avi_10;900;990;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;11;Co_S1K2_fC18.avi_11;990;1080;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;12;Co_S1K2_fC18.avi_12;1080;1170;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;13;Co_S1K2_fC18.avi_13;1170;1260;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;14;Co_S1K2_fC18.avi_14;1260;1350;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;15;Co_S1K2_fC18.avi_15;1350;1440;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;16;Co_S1K2_fC18.avi_16;1440;1530;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;17;Co_S1K2_fC18.avi_17;1530;1620;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;18;Co_S1K2_fC18.avi_18;1620;1710;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;19;Co_S1K2_fC18.avi_19;1710;1800;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;20;Co_S1K2_fC18.avi_20;1800;1890;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;21;Co_S1K2_fC18.avi_21;1890;1980;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC18.avi;Cook;S1;Kitchen2;fixed;C18;00:01:06;yes;train;22;Co_S1K2_fC18.avi_22;1980;2008;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC18.avi
Co_S1K2_fC19.avi;Cook;S1;Kitchen2;fixed;C19;00:01:11;yes;train;0;Co_S1K2_fC19.avi_0;0;90;/cvhci/data/dschneider/SimsVid/SimsVids/Cook/Co_S1K2_fC19.avi
